reg_no,name,kana,pref,term,grade,next_grade
010900,三浦 靖,ミウラ ヤスシ,岐阜,53,A2,
011142,小林 宏年,コバヤシ ヒロトシ,静岡,55,A3,
011198,大竹 慎吾,オオタケ シンゴ,大分,55,A3,
011288,中澤 孝之,ナカザワ タカユキ,大阪,56,A3,
011328,川添 輝彦,カワゾエ テルヒコ,沖縄,56,A3,
011341,黒崎 直行,クロサキ ナオユキ,栃木,57,A3,
011346,野崎 修一,ノザキ シユウイチ,栃木,57,A3,
011364,遠澤 健二,トオサワ ケンジ,神奈川,57,A3,
011367,石川 一浩,イシカワ カズヒロ,静岡,57,A3,
011372,黒瀬 浩一,クロセ コウイチ,静岡,57,A2,
011382,清水 広幸,シミズ ヒロユキ,愛知,57,A3,
011417,小川 巧,オガワ タクミ,岡山,57,A3,
011427,川口 秀人,カワグチ ヒデト,徳島,57,A3,
011431,梶應 弘樹,カジオ コウキ,愛媛,57,A3,
011451,重 一徳,シゲ カズノリ,鹿児島,57,A3,
011454,杉浦 康一,スギウラ コウイチ,北海道,58,A2,
011477,川口 満宏,カワグチ ミツヒロ,東京,58,A1,
011487,宮倉 勇,ミヤクラ イサム,千葉,58,A2,
011574,坂本 英一,サカモト エイイチ,栃木,59,A3,
011599,和泉田 喜一,イズミタ キイチ,千葉,59,A3,
011619,疋田 敏,ヒキタ サトシ,愛知,59,A2,
011622,杉山 正和,スギヤマ マサカズ,三重,59,A3,
011634,中澤 央治,ナカザワ エイジ,大阪,59,A2,
011665,倉岡 慎太郎,クラオカ シンタロウ,熊本,59,A3,
011712,金田 健一郎,カネダ ケンイチロウ,大阪,60,A3,
011713,古原 勝己,コハラ カツミ,大阪,60,A2,
011715,黒木 誠一,クロキ セイイチ,兵庫,60,A3,
011734,濱口 健二,ハマグチ ケンジ,高知,60,A2,
011790,廣川 貞治,ヒロカワ サダハル,東京,61,A3,
011792,木下 章,キノシタ アキラ,長野,61,A3,
011800,三住 博昭,ミスミ ヒロアキ,神奈川,61,A2,
011803,植田 誠,ウエダ マコト,静岡,61,A3,
011817,有賀 高士,アリガ タカシ,石川,61,A2,
011821,中川 博文,ナカガワ ヒロフミ,福井,61,A3,
011840,安田 光義,ヤスダ ミツヨシ,広島,61,A2,
011854,紫原 政文,シハラ マサフミ,福岡,61,A1,
011907,島野 浩司,シマノ コウジ,愛知,62,A1,
011935,高嶋 一朗,タカシマ イチロウ,岡山,62,A3,
011990,茂木 和臣,モテギ カズオミ,埼玉,63,A3,
011993,深井 高志,フカイ タカシ,東京,63,A3,
011994,藤光 健一,フジミツ ケンイチ,東京,63,A3,
012005,藤田 和彦,フジタ カズヒコ,神奈川,63,A3,
012042,山原 利秀,ヤマハラ トシヒデ,高知,63,A2,
012092,高木 隆弘,タカギ タカヒロ,神奈川,64,A3,
012097,斯波 雅貴,シバ マサキ,静岡,64,A2,
012112,冨岡 健一,トミオカ ケンイチ,岐阜,64,A2,
012128,山根 泰道,ヤマネ ヤスミチ,岡山,64,A2,
012130,石田 洋秀,イシダ ヒロヒデ,広島,64,A1,
012132,甲斐下 智,カイシタ サトシ,広島,64,A2,
012157,竹野 行登,タケノ ユキノブ,鹿児島,64,A3,
012164,堀 政美,ホリ マサミ,茨城,65,A2,
012193,井手 尚治,イデ シヨウジ,神奈川,65,A2,
012197,奥山 雅士,オクヤマ マサシ,静岡,65,A3,
012202,望月 裕一郎,モチヅキ ユウイチロウ,静岡,65,A2,
012206,白井 一機,シライ カズキ,愛知,65,A3,
012208,鰐渕 正利,ワニブチ マサトシ,愛知,65,A3,
012216,武田 哲二,タケダ テツジ,京都,65,A2,
012234,室井 竜二,ムロイ リユウジ,徳島,65,A1,
012242,穴井 利久,アナイ トシヒサ,福岡,65,A2,
012248,中井 大介,ナカイ ダイスケ,福岡,65,A3,
012261,岡部 芳幸,オカベ ヨシユキ,福島,66,A1,
012277,井上 典善,イノウエ テンゼン,千葉,66,A3,
012283,富永 益生,トミナガ マスオ,愛知,66,A1,
012287,西川 弘資,ニシカワ コウジ,三重,66,A3,
012290,小西 芳樹,コニシ ヨシキ,大阪,66,A3,
012298,星島 太,ホシジマ フトシ,岡山,66,A2,
012299,増成 富夫,マスナリ トミオ,岡山,66,A3,
012307,尾崎 勝弘,オザキ カツヒロ,徳島,66,A3,
012319,高尾 剛文,タカオ タケフミ,福岡,66,A3,
012321,檀 雄二,ダン ユウジ,福岡,66,A3,
012326,國武 耕二,クニタケ コウジ,佐賀,66,A2,
012329,松尾 正人,マツオ マサト,熊本,66,A3,
012336,高谷 雅彦,タカヤ マサヒコ,青森,67,A2,
012340,金古 将人,カネコ マサト,福島,67,A2,
012348,飯田 威文,イイダ タケフミ,埼玉,67,A3,
012379,小林 健,コバヤシ ケン,岡山,67,A2,
012380,近藤 修康,コンドウ ノブヤス,岡山,67,A1,
012383,田村 光昭,タムラ ミツアキ,広島,67,A3,
012389,岡崎 昭次,オカザキ シヨウジ,愛媛,67,A3,
012402,時松 正,トキマツ タダシ,熊本,67,A3,
012406,濱田 昭一郎,ハマダ シヨウイチロウ,鹿児島,67,A3,
012416,櫻井 紀幸,サクライ ノリユキ,群馬,68,A3,
012417,須藤 直道,ストウ ナオミチ,群馬,68,A1,
012421,小沼 良,オヌマ リヨウ,埼玉,68,A1,
012431,會田 正一,アイダ シヨウイチ,千葉,68,A3,
012432,石井 孝,イシイ タカシ,千葉,68,A3,
012439,河合 康晴,カワイ ヤスハル,静岡,68,A3,
012452,伊藤 健詞,イトウ ケンジ,石川,68,A2,
012466,郡 英治,コオリ エイジ,広島,68,A2,
012473,清水 邦章,シミズ クニアキ,香川,68,A2,
012474,小川 圭二,オガワ ケイジ,徳島,68,A1,
012479,田中 弘章,タナカ ヒロアキ,福岡,68,A3,
012496,中村 淳,ナカムラ ジユン,栃木,69,A3,
012501,金子 真也,カネコ シンヤ,群馬,69,A1,
012507,爲田 学,タメダ マナブ,沖縄,69,A3,
012509,岡嵜 浩一,オカザキ コウイチ,神奈川,69,A3,
012512,眞原 健一,マハラ ケンイチ,神奈川,69,A3,
012519,藤原 誠,フジワラ マコト,岐阜,69,A1,
012529,木本 賢二,キモト ケンジ,大阪,69,A3,
012530,池上 孝之,イケガミ タカユキ,兵庫,69,A3,
012532,西郷 剛,サイゴウ ツヨシ,兵庫,69,A2,
012537,取鳥 敬一,トツトリ ケイイチ,岡山,69,A3,
012544,上田 学,ウエダ マナブ,愛媛,69,A1,
012546,神開 将暢,シンカイ マサノブ,福岡,69,A2,
012547,横瀬 聡,ヨコセ サトシ,福岡,69,A3,
012550,荒木 真慈,アラキ シンジ,熊本,69,A3,
012556,落合 豊,オチアイ ユタカ,茨城,69,A3,
012559,相良 勝美,サガラ カツミ,福島,70,A3,
012586,佐藤 和典,サトウ カズノリ,神奈川,70,A3,
012590,山崎 敦雄,ヤマザキ アツオ,静岡,70,A1,
012593,山田 圭二,ヤマダ ケイジ,愛知,70,A3,
012597,塚本 貴雄,ツカモト タカオ,岐阜,70,A3,
012598,大庭 正紀,オオニワ マサノリ,富山,70,A1,
012602,吉村 文隆,ヨシムラ フミタカ,京都,70,A2,
012603,大川 栄二,オオカワ エイジ,和歌山,70,A2,
012618,武智 尚之,タケチ ナオユキ,愛媛,70,A3,
012626,原 司,ハラ ツカサ,佐賀,70,A3,
012628,阪本 正和,サカモト マサカズ,長崎,70,A2,
012634,大薗 宏,オオゾノ ヒロシ,茨城,71,A3,
012640,北村 貴幸,キタムラ タカユキ,群馬,71,A2,
012646,大澤 裕之,オオサワ ヒロユキ,埼玉,71,A2,
012649,山本 恵太郎,ヤマモト ケイタロウ,東京,71,A3,
012656,柴田 健,シバタ ケン,神奈川,71,A3,
012671,滝川 秀嗣,タキカワ ヒデツグ,愛知,71,A3,
012677,花村 直人,ハナムラ ナオト,三重,71,A3,
012678,舛井 幹雄,マスイ モトオ,三重,71,A1,
012679,坂上 忠克,サカガミ タダカツ,石川,71,A1,
012681,辻 力,ツジ マサル,石川,71,A2,
012684,四宮 哲郎,シノミヤ テツロウ,京都,71,A1,
012689,前田 拓也,マエダ タクヤ,大阪,71,A2,
012694,志村 達也,シムラ タツヤ,広島,71,A3,
012705,那須 久幸,ナス ヒサユキ,福岡,71,A1,
012708,野木 義規,ノギ ヨシノリ,北海道,72,A2,
012710,大内 達也,オオウチ タツヤ,宮城,72,A3,
012717,伊藤 一貴,イトウ カズタカ,栃木,72,A2,
012718,大橋 徹,オオハシ トオル,栃木,72,A1,
012719,篠崎 高志,シノザキ タカシ,栃木,72,A2,
012721,梅山 英樹,ウメヤマ ヒデキ,群馬,72,A1,
012725,浦山 一栄,ウラヤマ カズエイ,東京,72,A3,
012728,飯田 辰哉,イイダ タツヤ,千葉,72,A1,
012738,渡邊 一洋,ワタナベ カズヒロ,静岡,72,A2,
012742,山田 雅之,ヤマダ マサユキ,岐阜,72,A2,
012747,布居 寛幸,ヌノイ ヒロユキ,和歌山,72,A1,
012753,柳澤 達也,ヤナギサワ タツヤ,兵庫,72,A3,
012754,小野 祐作,オノ ユウサク,岡山,72,A3,
012757,市本 隆司,イチモト リユウジ,広島,72,A2,
012759,金山 栄治,カナヤマ エイジ,滋賀,72,A1,
012760,櫻井 宏智,サクライ ヒロトモ,広島,72,A2,
012763,内村 泰三,ウチムラ タイゾウ,山口,72,A2,
012766,立石 拓也,タテイシ タクヤ,福岡,72,A1,
012779,田川 辰二,タガワ タツジ,熊本,72,A2,
012783,平澤 秀信,ヒラサワ ヒデノブ,北海道,73,A3,
012785,小橋 明紀,コバシ アキノリ,青森,73,A1,
012794,宇賀神 浩幸,ウガジン ヒロユキ,栃木,73,A2,
012795,黒田 充,クロダ ミツル,栃木,73,A3,
012800,豊田 一馬,トヨダ カズマ,群馬,73,A2,
012809,高峰 賢治,タカミネ ケンジ,山梨,73,A2,
012811,江守 昇,エモリ ノボル,千葉,73,A1,
012819,齊藤 竜也,サイトウ タツヤ,神奈川,73,A1,
012823,遠藤 勝行,エンドウ カツユキ,静岡,73,A2,
012826,渡邉 晴智,ワタナベ ハルトモ,静岡,73,A1,
012827,光岡 義洋,ミツオカ ヨシヒロ,愛知,73,A3,
012829,西浦 仙哉,ニシウラ ヒサヤ,三重,73,A1,
012832,仙石 淳,センゴク アツシ,沖縄,73,A3,
012838,三木 健治,ミキ ケンジ,沖縄,73,A2,
012844,米澤 大輔,ヨネザワ ダイスケ,徳島,73,A2,
012845,林 成人,ハヤシ ナルヒト,愛媛,73,A2,
012847,古閑 良介,コガ リヨウスケ,福岡,73,A3,
012850,渡邉 満,ワタナベ ミツル,福岡,73,A2,
012858,亀井 宏佳,カメイ ヒロヨシ,宮城,74,A3,
012861,小坂 敏之,コサカ トシユキ,栃木,74,A2,
012875,中曽 直彦,ナカソ ナオヒコ,千葉,74,A2,
012876,湯浅 弘光,ユアサ ヒロミツ,千葉,74,A3,
012878,安藤 宜明,アンドウ ヨシアキ,神奈川,74,A3,
012879,石井 毅,イシイ タケシ,神奈川,74,A2,
012882,鈴木 愼二,スズキ シンジ,神奈川,74,A2,
012883,大沼 孝行,オオヌマ タカユキ,静岡,74,A3,
012885,田中 智也,タナカ トモヤ,静岡,74,A3,
012886,中井 達郎,ナカイ タツオ,静岡,74,A1,
012891,朝日 勇,アサヒ イサム,愛知,74,A2,
012893,吉野 猛,ヨシノ タケシ,愛知,74,A3,
012895,小嶋 敬二,コジマ ケイジ,石川,74,A1,
012899,中井 護,ナカイ マモル,滋賀,74,A2,
012906,太田 良政,オオタ ヨシマサ,岡山,74,A3,
012910,塩川 真一郎,シオカワ シンイチロウ,広島,74,A3,
012913,増田 鉄男,マスダ テツオ,徳島,74,A3,
012914,武市 和人,タケチ カズヒト,高知,74,A2,
012920,山崎 岳志,ヤマサキ タケシ,佐賀,74,A2,
012924,太田黒 大心,オオタグロ ダイシン,熊本,74,A2,
012930,浦崎 貴史,ウラサキ タカシ,北海道,75,A3,
012934,煤賀 隆幸,ススガ タカユキ,秋田,75,A3,
012937,十文字 菊雄,ジユウモンジ キクオ,福島,75,A1,
012938,鈴木 規純,スズキ ノリヨシ,福島,75,A3,
012940,小室 貴広,コムロ タカヒロ,茨城,75,A2,
012944,渡邊 恭典,ワタナベ ヤスノリ,栃木,75,A2,
012946,亀井 雅斗,カメイ マサト,群馬,75,A3,
012953,矢内 良和,ヤナイ ヨシカズ,群馬,75,A2,
012955,太田 真一,オオタ シンイチ,埼玉,75,A2,
012956,鈴木 孝征,スズキ タカユキ,埼玉,75,A2,
012957,宮澤 晃,ミヤザワ アキラ,山梨,75,A2,
012960,水書 義弘,ミズガキ ヨシヒロ,千葉,75,A2,
012963,荻野 哲,オギノ サトル,神奈川,75,A2,
012965,成田 健児,ナリタ ケンジ,神奈川,75,A1,
012966,石川 英昭,イシカワ ヒデアキ,静岡,75,A3,
012970,山内 大作,ヤマウチ ダイサク,静岡,75,A3,
012971,小川 将人,オガワ マサト,愛知,75,A2,
012972,金子 貴志,カネコ タカシ,愛知,75,A1,
012976,中井 修,ナカイ オサム,滋賀,75,A3,
012981,片山 弘城,カタヤマ ヒロキ,大阪,75,A1,
012982,上原 直樹,ウエハラ ナオキ,岡山,75,A3,
012986,近藤 直幹,コンドウ ナオモト,徳島,75,A3,
012989,森岡 正臣,モリオカ マサオミ,高知,75,A1,
012992,吉良 勝信,キラ カツノブ,福岡,75,A2,
012997,後田 康成,ウシロダ ヤスナリ,長崎,75,A3,
013005,小笠原 昭太,オガサワラ シヨウタ,青森,76,A1,
013006,佐々木 健司,ササキ ケンジ,青森,76,A2,
013013,武田 靖夫,タケダ ヤスオ,茨城,76,A3,
013014,江連 和洋,エヅレ カズヒロ,栃木,76,A1,
013023,吉田 英二,ヨシダ エイジ,東京,76,A3,
013027,戸ノ下 太郎,トノシタ タロウ,千葉,76,A3,
013029,藤田 晃英,フジタ アキヒデ,千葉,76,A3,
013030,梶山 大輔,カジヤマ ダイスケ,神奈川,76,A3,
013036,深澤 伸介,フカサワ シンスケ,静岡,76,A2,
013037,町田 勝志,マチダ カツシ,静岡,76,A3,
013039,松山 正和,マツヤマ マサカズ,静岡,76,A2,
013040,服部 竜二,ハツトリ リユウジ,愛知,76,A3,
013041,三浦 稔希,ミウラ トシキ,愛知,76,A1,
013042,渡邊 健,ワタナベ ケン,愛知,76,A1,
013047,田中 俊充,タナカ トシミツ,福井,76,A1,
013049,南 大輔,ミナミ ダイスケ,京都,76,A3,
013054,石丸 寛之,イシマル ヒロユキ,岡山,76,A1,
013056,山本 貴章,ヤマモト タカアキ,岡山,76,A2,
013058,富 弥昭,トミ ヒロアキ,山口,76,A1,
013061,小磯 知也,コイソ トモヤ,徳島,76,A3,
013062,藤原 義浩,フジワラ ヨシヒロ,徳島,76,A3,
013063,赤松 秀展,アカマツ ヒデノブ,高知,76,A3,
013068,城戸崎 隆史,キドサキ タカシ,福岡,76,A2,
013069,白川 有司,シラカワ ユウシ,福岡,76,A2,
013075,平 総一,ヒラ ソウイチ,熊本,76,A2,
013080,阿部 利光,アベ トシミツ,宮城,77,A3,
013082,小泉 俊也,コイズミ トシヤ,静岡,77,A3,
013086,坂本 毅,サカモト タカシ,岩手,77,A2,
013099,大橋 直人,オオハシ ナオト,埼玉,77,A2,
013105,松本 一成,マツモト カズナリ,新潟,77,A3,
013106,赤井 学,アカイ ガク,千葉,77,A2,
013109,志村 正洋,シムラ マサヒロ,神奈川,77,A3,
013110,法月 成祐,ノリヅキ セイスケ,神奈川,77,A1,
013112,佐藤 明,サトウ アキラ,静岡,77,A2,
013117,鳥越 靖弘,トリゴエ ヤスヒロ,愛知,77,A1,
013119,松尾 淳,マツオ ジユン,岐阜,77,A2,
013120,宮越 大,ミヤコシ ダイ,富山,77,A1,
013121,山田 晃久,ヤマダ アキヒサ,石川,77,A1,
013127,北浦 弘幹,キタウラ ヒロキ,和歌山,77,A2,
013128,梶原 秀庸,カジハラ ヒデノブ,大阪,77,A3,
013129,原田 隆,ハラダ タカシ,大阪,77,A2,
013131,藤野 一良,フジノ カズヨシ,大阪,77,A3,
013142,黒田 大介,クロダ ダイスケ,愛媛,77,A2,
013143,鳥生 知八,トリウ トモヤ,愛媛,77,A2,
013145,瓦田 勝也,カワラダ カツヤ,福岡,77,A3,
013146,八谷 誠賢,ハチヤ マサトシ,福岡,77,A1,
013147,米嶋 賢二,ヨネシマ ケンジ,長崎,77,A2,
013155,四元 慎也,ヨツモト シンヤ,宮崎,77,A2,
013161,齋藤 和也,サイトウ カズヤ,福島,78,A3,
013171,岩橋 則明,イワハシ ノリアキ,埼玉,78,A2,
013172,金子 周一郎,カネコ シユウイチロウ,埼玉,78,A2,
013175,峠 祐介,トウゲ ユウスケ,埼玉,78,A2,
013176,早川 成矢,ハヤカワ セイヤ,埼玉,78,A3,
013179,飯島 淳,イイジマ ジユン,東京,78,A2,
013183,坂木田 雄介,サカキダ ユウスケ,千葉,78,A2,
013184,相樂 修,サガラ オサム,千葉,78,A3,
013186,永山 英司,ナガヤマ エイジ,神奈川,78,A3,
013188,山田 幸司,ヤマダ コウジ,神奈川,78,A1,
013192,平田 徹,ヒラタ トオル,静岡,78,A2,
013196,竹田 和幸,タケダ カズユキ,岐阜,78,A1,
013197,鈴木 幸紀,スズキ コウキ,三重,78,A1,
013199,北野 武史,キタノ タケシ,石川,78,A1,
013201,北川 紋部,キタガワ モンブ,福井,78,A2,
013206,岡崎 和久,オカザキ カズヒサ,奈良,78,A3,
013207,葉狩 伸泰,ハガリ ノブヤス,大阪,78,A2,
013209,奥谷 広巳,オクタニ ヒロミ,兵庫,78,A2,
013210,川本 恵二,カワモト ケイジ,兵庫,78,A3,
013212,岡田 浩太,オカダ コウタ,岡山,78,A3,
013214,水本 博行,ミズモト ヒロユキ,岡山,78,A3,
013216,古城 英之,コジヨウ ヒデユキ,広島,78,A3,
013217,佐々木 英之,ササキ ヒデユキ,香川,78,A3,
013219,宮本 佳樹,ミヤモト ヨシキ,香川,78,A2,
013232,柳 充,ヤナギ ミツル,青森,79,A3,
013233,小松 剛之,コマツ タカユキ,宮城,79,A2,
013235,榊枝 輝文,サカキエダ テルフミ,福島,79,A3,
013242,尾崎 剛,オザキ タカシ,埼玉,79,A1,
013244,小林 高志,コバヤシ タカシ,東京,79,A3,
013246,山崎 充央,ヤマザキ ミチテル,東京,79,A2,
013253,柴田 功一郎,シバタ コウイチロウ,神奈川,79,A2,
013255,安坂 洋一,ヤスサカ ヨウイチ,神奈川,79,A3,
013259,望月 紀男,モチヅキ ノリオ,静岡,79,A2,
013261,柴田 昌樹,シバタ マサキ,愛知,79,A3,
013263,田中 雅史,タナカ マサシ,愛知,79,A2,
013264,山中 貴雄,ヤマナカ タカオ,愛知,79,A3,
013266,伊藤 嘉浩,イトウ ヨシヒロ,岐阜,79,A3,
013267,鷲見 逸喜,スミ イツキ,岐阜,79,A1,
013270,中川 貴史,ナカガワ タカシ,三重,79,A1,
013271,鮒田 博文,フナダ ヒロフミ,三重,79,A2,
013272,古田 義明,フルタ ヨシアキ,三重,79,A3,
013273,西 徹,ニシ トオル,石川,79,A2,
013275,渡辺 航平,ワタナベ コウヘイ,東京,79,A1,
013283,小林 卓人,コバヤシ タクヒト,大阪,79,A1,
013285,吉川 悟,ヨシカワ サトル,大阪,79,A2,
013294,木村 勉,キムラ ツトム,徳島,79,A2,
013296,林 明宏,ハヤシ アキヒロ,高知,79,A1,
013298,井手 健,イデ タケシ,長崎,79,A2,
013303,須々田 大昇,ススタ ダイコウ,青森,80,A3,
013307,浦川 尊明,ウラカワ タカアキ,茨城,80,A1,
013308,木村 貴宏,キムラ タカヒロ,茨城,80,A1,
013311,根本 雄紀,ネモト ユウキ,茨城,80,A1,
013314,鈴木 宏章,スズキ ヒロアキ,栃木,80,A3,
013320,村上 順規,ムラカミ ジユンキ,新潟,80,A3,
013324,市川 博章,イチカワ ヒロアキ,静岡,80,A3,
013327,高橋 健太,タカハシ ケンタ,静岡,80,A3,
013330,舘 泰守,タチ ヤスモリ,愛知,80,A1,
013331,橋本 大祐,ハシモト ダイスケ,岐阜,80,A3,
013332,吉村 和之,ヨシムラ カズユキ,岐阜,80,A1,
013333,小西 誠也,コニシ セイヤ,三重,80,A2,
013345,中村 美千隆,ナカムラ ミチタカ,兵庫,80,A2,
013348,内藤 敦,ナイトウ アツシ,岡山,80,A2,
013349,三宅 旬,ミヤケ ジユン,岡山,80,A2,
013352,吉永 和生,ヨシナガ カズオ,広島,80,A1,
013353,吉永 好宏,ヨシナガ ヨシヒロ,広島,80,A1,
013354,國村 洋,クニムラ ヒロシ,山口,80,A1,
013358,行成 大祐,ユキナリ ダイスケ,香川,80,A2,
013359,吉田 彰久,ヨシダ アキヒサ,香川,80,A3,
013363,宇根 秀俊,ウネ ヒデトシ,愛媛,80,A2,
013366,加藤 昌平,カトウ シヨウヘイ,福岡,80,A3,
013370,三槻 智清,ミツキ トモキヨ,佐賀,80,A2,
013371,足達 重満,アダチ シゲミツ,長崎,80,A2,
013374,川野 正芳,カワノ マサヨシ,大分,80,A2,
013375,五反田 豊和,ゴタンダ トヨカズ,宮崎,80,A3,
013378,小田桐 義継,オダギリ ヨシツグ,北海道,81,A3,
013382,成田 直喜,ナリタ ナオキ,青森,81,A1,
013384,金子 兼久,カネコ カネヒサ,宮城,81,A2,
013385,鎌田 聡,カマタ サトシ,宮城,81,A2,
013398,関 敬,セキ ケイ,栃木,81,A3,
013399,塚本 勝士,ツカモト カツシ,栃木,81,A2,
013400,稲村 好将,イナムラ ヨシノブ,群馬,81,A1,
013402,沼川 夢久,ヌマカワ ユメヒサ,群馬,81,A3,
013405,宮下 貴之,ミヤシタ タカユキ,埼玉,81,A1,
013408,川村 昭弘,カワムラ アキヒロ,新潟,81,A3,
013413,鶴岡 與之,ツルオカ ヨシユキ,千葉,81,A3,
013415,山崎 明寛,ヤマザキ アキヒロ,千葉,81,A3,
013416,飯尾 主税,イイオ チカラ,静岡,81,A1,
013417,梅原 大治,ウメバラ タイジ,静岡,81,A2,
013421,富澤 洋祐,トミサワ ヨウスケ,静岡,81,A3,
013423,増田 利明,マスダ トシアキ,静岡,81,A1,
013426,本村 隆文,モトムラ タカフミ,岐阜,81,A2,
013434,石黒 健,イシグロ ケン,広島,81,A2,
013435,中石 昌芳,ナカイシ マサヨシ,広島,81,A1,
013439,青井 賢治,アオイ ケンジ,徳島,81,A1,
013445,中村 良二,ナカムラ リヨウジ,福岡,81,A1,
013446,丸林 一孝,マルバヤシ カズタカ,福岡,81,A3,
013447,坂本 晃輝,サカモト アキテル,佐賀,81,A1,
013451,松本 大地,マツモト ダイチ,熊本,81,A3,
013452,齊藤 紳一朗,サイトウ シンイチロウ,青森,82,A3,
013453,阿部 宏之,アベ ヒロユキ,宮城,82,A2,
013454,関戸 努,セキド ツトム,宮城,82,A3,
013456,小林 和彦,コバヤシ カズヒコ,群馬,82,A3,
013461,市川 健太,イチカワ ケンタ,東京,82,A2,
013465,春日 勇人,カスガ ハヤト,千葉,82,A1,
013468,勝俣 亮,カツマタ リヨウ,神奈川,82,A2,
013469,野村 純宏,ノムラ スミヒロ,神奈川,82,A2,
013470,畠山 裕行,ハタケヤマ ヒロユキ,神奈川,82,A3,
013471,松坂 英司,マツザカ エイジ,神奈川,82,A1,
013473,大塚 英伸,オオツカ ヒデノブ,静岡,82,A1,
013477,宮司 周郎,ミヤジ ノリオ,愛知,82,A1,
013479,田中 秀治,タナカ シユウジ,岐阜,82,A2,
013480,林 洋二,ハヤシ ヨウジ,岐阜,82,A3,
013482,松崎 貴久,マツザキ タカヒサ,富山,82,A2,
013483,宮越 孝治,ミヤコシ コウジ,富山,82,A1,
013484,表 大暁,オモテ ヒロアキ,富山,82,A2,
013485,善利 裕生,セリ ヒロキ,滋賀,82,A2,
013489,藤井 孝則,フジイ タカノリ,兵庫,82,A3,
013491,近藤 範昌,コンドウ ノリマサ,岡山,82,A1,
013492,坂本 智哉,サカモト トモヤ,岡山,82,A3,
013493,立花 成泰,タチバナ ナルヤス,岡山,82,A1,
013494,土井 勲,ドイ イサオ,岡山,82,A2,
013505,住村 実,スミムラ ミノル,徳島,82,A3,
013506,田村 浩章,タムラ ヒロアキ,徳島,82,A2,
013507,吉岡 篤志,ヨシオカ アツシ,徳島,82,A1,
013508,曽我部 匡史,ソガベ マサヒト,愛媛,82,A3,
013512,長野 和弘,ナガノ カズヒロ,福岡,82,A2,
013513,南 和夫,ミナミ カズオ,福岡,82,A3,
013521,中野 良,ナカノ リヨウ,北海道,83,A3,
013525,亀井 道佳,カメイ ミチヨシ,宮城,83,A3,
013526,三澤 勝成,ミサワ カツナリ,宮城,83,A3,
013531,伊藤 司,イトウ ツカサ,福島,83,A3,
013535,平沼 由充,ヒラヌマ ヨシミツ,福島,83,A1,
013538,小林 圭介,コバヤシ ケイスケ,茨城,83,A1,
013541,高森 圭介,タカモリ ケイスケ,栃木,83,A3,
013543,内海 雅夫,ウチウミ マサオ,群馬,83,A3,
013546,田村 真広,タムラ マサヒロ,群馬,83,A1,
013547,土屋 宏,ツチヤ ヒロシ,群馬,83,A2,
013548,手島 志誠,テジマ ユキノリ,群馬,83,A2,
013549,堀 勝政,ホリ カツマサ,群馬,83,A3,
013550,安部 達也,アベ タツヤ,埼玉,83,A1,
013551,女屋 文伸,オナヤ フミノブ,埼玉,83,A3,
013553,小島 雅章,コジマ マサアキ,埼玉,83,A2,
013555,台 和紀,ダイ カズノリ,埼玉,83,A1,
013556,山信田 学,ヤマシダ マナブ,埼玉,83,A2,
013560,小佐野 文秀,オサノ フミヒデ,山梨,83,A2,
013567,吉原 友彦,ヨシハラ トモヒコ,神奈川,83,A3,
013568,大木 雅也,オオキ マサヤ,静岡,83,A1,
013570,加藤 寛治,カトウ カンジ,愛知,83,A1,
013571,小林 信晴,コバヤシ ノブハル,愛知,83,A1,
013575,渡会 啓介,ワタライ ケイスケ,愛知,83,A2,
013576,土岐 幹多,トキ カンタ,岐阜,83,A2,
013580,河村 章憲,カワムラ アキノリ,京都,83,A2,
013581,薮 謙治,ヤブ ケンジ,京都,83,A2,
013582,肥後 尚己,ヒゴ ナオキ,大阪,83,A1,
013584,坂田 学,サカタ マナブ,兵庫,83,A2,
013587,船曳 義之,フナビキ ヨシユキ,香川,83,A2,
013588,齋藤 仁,サイトウ ジン,徳島,83,A3,
013589,佐竹 和也,サタケ カズヤ,徳島,83,A1,
013591,山本 宏明,ヤマモト ヒロアキ,徳島,83,A3,
013594,高田 真幸,タカダ マサユキ,福岡,83,A1,
013595,別所 英幸,ベツシヨ ヒデユキ,福岡,83,A2,
