reg_no,name,grade,score,entries,racing_now,starts,dq,form_emoji,form_avg,retired
013749,及川 裕奨,A3,74.33,岸和田@09/14-09/16;川崎@09/24-09/26,青森,12,0,,3.8,
013755,佐藤 悦夫,A1,,岐阜@09/13-09/15;平塚@09/28-09/30,,0,0,,,
013760,矢口 啓一郎,A2,87.41,小松島@08/27-08/29;京王閣@09/08-09/10;川崎@09/17-09/19,,12,0,,3.8,
013761,新井 剛央,A2,80.20,松阪@08/31-09/02;弥彦@09/07-09/09,,15,0,,5.0,
013763,川上 真二郎,A3,71.33,京王閣@09/08-09/10;大宮@09/21-09/23,,15,0,,3.8,
013766,武井 大介,A1,89.70,,,10,0,,2.2,
013767,松丸 裕紀,A3,71.53,伊東@08/27-08/29;武雄@09/09-09/11;別府@09/24-09/26,,15,0,,2.8,
013768,旭 啓介,,,,,15,0,,3.6,
013771,吉川 誠,A3,,岸和田@09/14-09/16;弥彦@09/24-09/26,,0,0,,,
013775,鈴木 良太,A1,85.66,玉野@09/02-09/04;前橋@09/11-09/13;青森@09/26-09/28,,6,0,,4.2,
013776,小塚 潤,A3,70.46,静岡@08/30-09/01;松山@09/12-09/14;大宮@09/21-09/23,,13,0,,4.0,
013781,服部 正継,A3,68.57,伊東@08/27-08/29;松阪@09/05-09/07;岸和田@09/14-09/16,,7,0,,4.0,
013782,原 真司,A1,87.06,岐阜@08/30-09/01;四日市@09/09-09/11;玉野@09/27-09/29,,15,0,,4.0,
013784,太田 雅之,A2,77.83,富山@09/03-09/05;久留米@09/17-09/19;玉野@09/27-09/29,,12,0,🥺,6.0,
013788,白崎 芳典,A3,67.08,豊橋@09/11-09/13;弥彦@09/24-09/26,松阪,12,0,,5.4,
013792,辰己 豊,A1,85.08,和歌山@08/30-09/01;大垣@09/07-09/09;岸和田@09/14-09/16,,12,0,,4.0,
013794,川西 亮介,A3,66.40,松阪@09/05-09/07;小松島@09/17-09/19,熊本,10,0,,5.4,
013796,陶器 一馬,A3,71.71,西武園@08/31-09/02;富山@09/10-09/12;弥彦@09/24-09/26,,14,0,,3.4,
013799,真田 晃,A2,83.50,岸和田@08/27-08/29;西武園@09/06-09/08;熊本@09/24-09/26,,12,0,,4.2,
013802,大林 亮介,A3,73.22,伊東@09/02-09/04;奈良@09/24-09/26,,18,0,,5.2,
013809,杉山 剛,A2,82.18,川崎@08/30-09/01;岐阜@09/13-09/15;高知@09/20-09/22,,16,0,,5.2,
013810,良永 浩一,A1,88.80,松山@09/19-09/21;防府@09/29-10/01,,5,0,,4.4,
013811,池田 浩士,A2,87.00,京王閣@09/08-09/10;防府@09/15-09/17,松阪,11,0,,3.6,
013817,吉川 裕二,A2,84.83,青森@09/14-09/16;広島@09/28-09/30,,12,0,,3.6,
013818,赤星 俊光,A3,64.90,いわき平@08/30-09/01;小松島@09/17-09/19;弥彦@09/24-09/26,熊本,10,1,,5.0,
013822,米原 大輔,A2,80.08,小松島@08/27-08/29;玉野@09/08-09/10;佐世保@09/20-09/22;防府@09/29-10/01,,12,0,🥺,6.2,
013824,上吹越 直樹,A1,92.13,玉野@09/02-09/04;別府@09/16-09/18,,15,0,,4.2,
013826,田原 大広,A1,86.33,岸和田@08/27-08/29;青森@09/14-09/16;いわき平@09/27-09/29,,12,0,,3.2,
013827,佐藤 雅彦,A1,88.75,四日市@08/29-08/31;京王閣@09/08-09/10;武雄@09/27-09/29,,12,0,,3.0,
013828,引地 正人,A1,83.08,玉野@09/08-09/10,,12,0,,4.0,
013830,田崎 良太郎,A3,,伊東@08/27-08/29;武雄@09/09-09/11;立川@09/16-09/18,,0,0,,,
013834,平石 浩之,A1,88.53,玉野@09/08-09/10;青森@09/21-09/23,,15,0,,3.0,
013838,山田 武,A2,78.33,西武園@08/31-09/02;青森@09/21-09/23,,15,0,,5.4,
013839,若林 耕司,A2,79.14,武雄@09/03-09/05;佐世保@09/12-09/14;青森@09/26-09/28,,14,0,,4.8,
013840,高瀬 卓,A3,63.77,大垣@09/13-09/15;広島@09/20-09/22,宇都,9,0,🥺,6.4,
013845,加賀美 智史,A2,82.50,西武園@08/31-09/02;伊東@09/07-09/09;青森@09/14-09/16,,16,0,,4.8,
013847,小林 大能,A3,65.20,弥彦@09/02-09/04;武雄@09/16-09/18,宇都,5,0,,5.4,
013853,長田 祐弥,A1,90.00,岐阜@08/30-09/01;高知@09/09-09/11;いわき平@09/27-09/29,,3,0,,5.0,
013854,川田 忍,A2,86.83,松戸@09/01-09/03;青森@09/21-09/23,和歌,6,0,,2.6,
013857,浅沼 聖士,A2,84.31,小倉@08/28-08/30;大垣@09/07-09/09;青森@09/26-09/28,,16,0,,4.0,
013859,荒木 伸哉,A1,86.61,岐阜@08/30-09/01;立川@09/16-09/18;岸和田@09/26-09/28,,13,1,,2.8,
013860,藤原 清隆,A2,,松戸@09/01-09/03;高知@09/09-09/11,和歌,0,0,,,
013861,岡田 大門,A3,69.22,伊東@08/27-08/29;大垣@09/13-09/15;弥彦@09/24-09/26,,18,0,,4.0,
013863,吉田 健市,A1,88.00,豊橋@09/04-09/06;松山@09/19-09/21,,7,0,,3.4,
013867,樋口 奨平,A3,68.66,富山@09/10-09/12;奈良@09/24-09/26,,15,0,,5.0,
013884,守谷 陽介,A1,91.66,京王閣@09/08-09/10;高知@09/20-09/22;玉野@09/27-09/29,,15,0,,3.2,
013885,柳谷 崇,A1,92.00,富山@09/03-09/05;佐世保@09/20-09/22,,15,0,,3.2,
013887,沖本 尚織,A3,71.80,松山@09/12-09/14;平塚@09/28-09/30,,5,0,,4.0,
013888,細川 貴史,A1,82.63,玉野@09/02-09/04;青森@09/21-09/23,高知,11,0,,4.4,
013890,藤原 浩,A1,90.50,川崎@08/30-09/01;青森@09/14-09/16;熊本@09/24-09/26,,6,0,,3.0,
013892,梶山 裕次郎,A2,82.00,富山@09/03-09/05;久留米@09/17-09/19;熊本@09/24-09/26,,11,0,,4.6,
013893,片山 直人,A2,76.83,富山@09/03-09/05;玉野@09/27-09/29,,15,0,🥺,5.8,
013895,松尾 大樹,A2,81.50,小松島@08/27-08/29;佐世保@09/20-09/22;防府@09/29-10/01,,12,0,,4.4,
013896,安東 英博,A2,81.50,玉野@09/08-09/10;高知@09/20-09/22,,18,0,,5.0,
013897,加藤 大輔,A3,73.44,京王閣@09/08-09/10;いわき平@09/15-09/17;平塚@09/28-09/30,青森,18,0,,3.0,
013899,山田 和巧,A2,85.83,四日市@08/29-08/31;松阪@09/05-09/07;立川@09/16-09/18,,12,0,,4.6,
013901,山田 敦也,A1,95.25,玉野@08/26-08/28;武雄@09/03-09/05;青森@09/26-09/28,,12,0,,3.0,
013902,岩崎 将士,A1,85.13,豊橋@09/11-09/13;青森@09/26-09/28,,15,0,,4.4,
013903,川崎 健次,A1,90.40,小松島@08/27-08/29;武雄@09/03-09/05;立川@09/16-09/18;平塚@09/28-09/30,,15,0,,4.0,
013907,佐藤 正吾,A2,84.06,武雄@09/03-09/05;豊橋@09/11-09/13;青森@09/26-09/28,,15,0,,4.2,
013908,菅田 和宏,A2,82.83,西武園@08/31-09/02;立川@09/22-09/24,,15,0,,3.8,
013910,高橋 秀吉,A1,85.20,奈良@08/26-08/28;伊東@09/07-09/09;青森@09/26-09/28,,15,0,,3.2,
013914,小谷田 公則,A1,86.26,伊東@09/07-09/09;別府@09/16-09/18;平塚@09/28-09/30,,15,0,,4.2,
013915,坂口 卓士,A2,86.75,宇都宮@08/31-09/02;佐世保@09/12-09/14,,12,0,,3.8,
013916,白石 大輔,A1,87.06,岸和田@08/27-08/29;伊東@09/07-09/09;防府@09/15-09/17,,12,0,,2.4,
013924,阿久津 修,A1,87.88,岸和田@08/27-08/29;松阪@09/05-09/07;前橋@09/11-09/13;青森@09/21-09/23,,9,0,,2.8,
013925,黒田 篤,A2,81.20,玉野@09/02-09/04;大宮@09/13-09/15;青森@09/26-09/28,,15,0,,4.0,
013926,早坂 道義,A3,70.77,弥彦@09/02-09/04;武雄@09/16-09/18;川崎@09/24-09/26,,18,0,,4.6,
013927,高橋 由記,A3,68.55,弥彦@09/07-09/09;いわき平@09/15-09/17;奈良@09/24-09/26,青森,9,0,,5.2,
013929,宮内 善光,A2,89.13,松阪@08/31-09/02;前橋@09/11-09/13,,15,0,,3.4,
013932,井上 雄三,A1,81.20,宇都宮@08/31-09/02;高知@09/09-09/11,,15,0,,4.4,
013933,藤田 竜矢,A1,86.93,川崎@09/10-09/12;熊本@09/24-09/26,,15,0,,3.8,
013936,小埜 正義,A1,90.14,富山@09/03-09/05;青森@09/14-09/16;いわき平@09/27-09/29,,14,0,,5.0,
013942,大西 健士,A2,83.64,弥彦@09/07-09/09;防府@09/15-09/17,,17,0,,3.8,
013947,石橋 慎太郎,A1,94.66,伊東@09/07-09/09;平塚@09/28-09/30,,12,0,,2.4,
013950,松山 桂輔,A1,88.73,富山@09/03-09/05;久留米@09/17-09/19;熊本@09/24-09/26,,15,0,,2.6,
013951,永井 清史,A2,81.00,防府@09/15-09/17;別府@09/24-09/26,,12,0,,3.0,
013952,東 鉄也,A2,82.08,岸和田@08/27-08/29;久留米@09/17-09/19;防府@09/29-10/01,,9,0,,3.8,
013953,坂元 洋行,A2,81.66,大垣@09/07-09/09;松山@09/19-09/21,,15,0,,4.4,
013955,三宅 裕武,A1,93.06,松阪@08/31-09/02;豊橋@09/11-09/13;大垣@09/22-09/24,,15,0,,3.8,
013957,堂村 知哉,A2,85.50,松山@08/31-09/02;富山@09/10-09/12;小松島@09/23-09/25,防府,12,0,,3.6,
013959,鷲田 佳史,A1,91.00,和歌山@08/30-09/01;松山@09/19-09/21;広島@09/28-09/30,,12,0,,3.6,
013964,高田 大輔,A3,71.08,伊東@08/27-08/29;小松島@09/17-09/19;平塚@09/28-09/30,,12,0,,3.6,
013965,岡田 雅也,A3,71.77,川崎@09/10-09/12;小松島@09/17-09/19;弥彦@09/24-09/26,,9,0,,3.4,
013968,越智 展孝,A2,84.06,玉野@08/26-08/28;高知@09/09-09/11;弥彦@09/19-09/21,,15,0,,5.0,
013969,武田 良太,A2,80.64,富山@09/03-09/05;玉野@09/27-09/29,松阪,14,0,,5.0,
013970,三好 陽一,A1,81.68,小松島@08/27-08/29;富山@09/03-09/05;武雄@09/27-09/29,,16,0,,3.6,
013971,内山 拓,A1,87.66,玉野@09/02-09/04;青森@09/21-09/23,,15,0,,3.0,
013972,富永 昌久,A3,67.26,京王閣@09/08-09/10;弥彦@09/24-09/26,松阪,15,0,,4.6,
013974,大竹野 裕樹,A3,76.40,静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18,,15,0,🚀,2.0,
013979,竹内 優也,A2,84.60,富山@09/03-09/05;大宮@09/13-09/15,,15,0,,4.0,
013980,森田 康嗣,A2,87.00,小松島@08/27-08/29;武雄@09/03-09/05;いわき平@09/27-09/29,,12,0,,3.2,
013983,大崎 智久,A2,82.16,小松島@08/27-08/29;富山@09/03-09/05;いわき平@09/27-09/29,,12,0,,4.8,
013984,栗林 巧,A1,,立川@09/16-09/18;熊本@09/24-09/26,,0,0,,,
013985,高橋 陽介,A1,85.00,武雄@09/27-09/29,,9,0,,5.4,
013988,阿部 英光,A2,85.00,西武園@09/06-09/08;岐阜@09/13-09/15;小松島@09/23-09/25,,12,0,,3.4,
013989,大泉 英則,A2,79.33,岐阜@08/30-09/01;伊東@09/07-09/09;平塚@09/28-09/30,防府,9,0,,4.4,
013993,佐藤 朋也,A1,90.61,豊橋@09/04-09/06;前橋@09/11-09/13,,13,0,,2.2,
013994,杉山 悠也,A1,95.50,松山@08/31-09/02;弥彦@09/07-09/09;岸和田@09/26-09/28,,8,1,,2.4,
013996,丸山 貴秀,A1,95.11,立川@09/03-09/05;いわき平@09/15-09/17,和歌,9,0,,3.2,
013998,桂馬 将人,A3,70.00,いわき平@08/30-09/01;豊橋@09/11-09/13;広島@09/20-09/22;平塚@09/28-09/30,,11,0,,4.8,
014003,須賀 和彦,A2,86.00,松阪@08/31-09/02;京王閣@09/08-09/10;立川@09/22-09/24,和歌,12,0,,4.4,
014005,山本 健也,A1,90.75,岸和田@08/27-08/29;前橋@09/11-09/13;大垣@09/22-09/24,,12,0,,3.0,
014006,青木 亮太,A3,68.07,静岡@08/30-09/01;松山@09/12-09/14;大宮@09/21-09/23,,13,0,🥺,5.6,
014008,甲斐 康昭,A2,82.08,松戸@09/01-09/03;豊橋@09/11-09/13;熊本@09/24-09/26,,12,0,,4.0,
014010,長谷川 辰徳,A3,66.61,四日市@08/29-08/31;岸和田@09/14-09/16;川崎@09/24-09/26,和歌,13,0,,4.6,
014011,細沼 健治,A2,78.25,青森@09/26-09/28,,4,0,,,
014012,関 智晴,A2,82.75,富山@09/03-09/05;弥彦@09/19-09/21,和歌,12,0,,3.6,
014014,須藤 雄太,A3,71.00,伊東@08/27-08/29;大垣@09/13-09/15;大宮@09/21-09/23,,2,0,🥺,6.0,
014015,米倉 剛志,A3,69.41,四日市@08/29-08/31;弥彦@09/07-09/09;立川@09/16-09/18;川崎@09/24-09/26,,12,0,,4.6,
014019,長崎 達也,A3,67.46,四日市@08/29-08/31;西武園@09/06-09/08;大垣@09/22-09/24,,15,0,,4.6,
014021,森川 剛,A2,77.94,岐阜@09/13-09/15;いわき平@09/27-09/29,,17,0,,5.2,
014024,櫻井 丈,A1,86.93,玉野@09/02-09/04;青森@09/14-09/16,防府,15,0,,3.6,
014027,臼井 昌巨,A3,72.22,西武園@08/31-09/02;武雄@09/09-09/11,,18,0,,5.0,
014031,筒井 裕哉,A1,89.40,西武園@08/31-09/02;防府@09/29-10/01,,12,0,,3.2,
014032,藤田 真,A1,87.93,玉野@08/26-08/28;武雄@09/03-09/05;豊橋@09/11-09/13;別府@09/24-09/26,,12,0,,3.2,
014033,藤縄 洋介,A3,72.41,伊東@09/02-09/04;豊橋@09/11-09/13,和歌,12,0,,3.4,
014034,鳥丸 晃順,A3,72.33,京王閣@09/08-09/10;松山@09/19-09/21,松阪,15,0,,3.8,
014035,伊藤 大彦,A1,88.66,いわき平@09/07-09/09;熊本@09/24-09/26,,15,0,,3.2,
014036,篠原 龍馬,A1,90.06,久留米@09/05-09/07;いわき平@09/15-09/17,,15,0,🚀,2.0,
014037,橋本 勝弘,A2,80.40,小松島@08/27-08/29;富山@09/03-09/05;立川@09/22-09/24;防府@09/29-10/01,,10,0,,4.6,
014040,竹内 真一,A2,82.22,宇都宮@08/31-09/02;玉野@09/27-09/29,,18,0,,3.8,
014042,徳吉 正治,A3,69.66,松山@09/12-09/14;川崎@09/24-09/26,,18,0,,5.4,
014044,八尋 英輔,A1,86.00,青森@09/14-09/16;別府@09/24-09/26,松阪,15,0,,3.8,
014046,秋山 貴宏,A3,74.33,弥彦@09/02-09/04;いわき平@09/15-09/17;川崎@09/24-09/26,,15,0,,3.4,
014048,川島 勝,A2,86.40,岐阜@09/13-09/15;高知@09/20-09/22,,15,0,,4.2,
014049,廣田 樹里,A3,73.26,伊東@08/27-08/29;武雄@09/09-09/11;川崎@09/24-09/26,,15,0,,4.2,
014056,橋本 紀彰,A2,83.80,四日市@09/09-09/11;いわき平@09/27-09/29,,15,0,,4.0,
014057,松田 優一,A2,87.13,松戸@09/01-09/03;防府@09/15-09/17,,15,0,,3.0,
014058,佐藤 謙,A2,86.05,松戸@09/01-09/03;玉野@09/08-09/10;川崎@09/17-09/19,,18,0,,3.6,
014059,高塩 讓次,A1,94.46,宇都宮@08/31-09/02;玉野@09/08-09/10,,15,0,,3.4,
014061,塚本 和宏,A2,89.00,四日市@08/29-08/31;いわき平@09/07-09/09;青森@09/21-09/23,,3,0,,2.6,
014062,齋藤 昌弘,A2,80.07,岸和田@08/27-08/29;富山@09/03-09/05;川崎@09/10-09/12,,13,0,,4.8,
014064,吉松 賢二,A3,70.70,静岡@08/30-09/01;大垣@09/13-09/15;大宮@09/21-09/23,,24,0,,3.8,
014066,池田 勇人,A1,92.91,川崎@08/30-09/01;西武園@09/06-09/08;岸和田@09/14-09/16;平塚@09/28-09/30,,12,0,,3.2,
014067,工藤 考生,A3,71.06,いわき平@08/30-09/01;大垣@09/13-09/15;大宮@09/21-09/23,,15,0,,4.2,
014069,渡邊 政幸,A3,70.23,弥彦@09/07-09/09;大宮@09/21-09/23,青森,13,0,,4.6,
014070,秋葉 大輔,A2,86.16,川崎@08/30-09/01;玉野@09/08-09/10;青森@09/26-09/28,,12,0,,4.4,
014072,伊藤 之人,A3,72.26,西武園@08/31-09/02;川崎@09/10-09/12;大宮@09/21-09/23,和歌,15,0,,4.0,
014075,松根 真,A2,80.40,松山@08/31-09/02;弥彦@09/19-09/21,,15,0,,4.0,
014077,古屋 琢晶,A1,88.23,大宮@09/13-09/15;大垣@09/22-09/24,,13,0,,2.2,
014078,植草 亮介,A1,83.33,松阪@08/31-09/02;大垣@09/07-09/09;川崎@09/17-09/19,,6,0,,3.8,
014079,江本 博明,A2,80.40,富山@09/03-09/05;いわき平@09/27-09/29,,15,0,,4.8,
014080,近藤 隆司,A1,94.77,松阪@08/31-09/02;立川@09/22-09/24,,9,0,,3.4,
014082,高橋 雅之,A1,93.75,松戸@09/01-09/03;岸和田@09/14-09/16;大垣@09/22-09/24,,12,0,,2.2,
014083,成清 謙二郎,A1,79.50,四日市@08/29-08/31;伊東@09/07-09/09;岸和田@09/14-09/16,,12,0,,4.8,
014084,小菅 誠,A1,90.09,西武園@08/31-09/02;玉野@09/08-09/10,和歌,11,0,,4.2,
014086,齋藤 友幸,A1,86.80,岐阜@08/30-09/01;大宮@09/13-09/15;熊本@09/24-09/26,,5,1,,4.2,
014087,高橋 隆太,A2,79.55,松阪@08/31-09/02;伊東@09/07-09/09;熊本@09/24-09/26,岐阜,9,0,,5.2,
014091,伊原 弘幸,A1,82.66,松戸@09/01-09/03;弥彦@09/19-09/21,松阪,12,0,,4.4,
014092,山出 裕幸,A2,80.83,小倉@08/28-08/30;大垣@09/22-09/24;防府@09/29-10/01,,12,0,,4.0,
014093,窪田 陽介,A3,73.11,松戸@09/01-09/03;松山@09/19-09/21,松阪,9,0,,3.4,
014094,有馬 雄二,A2,80.43,和歌山@08/30-09/01;富山@09/10-09/12;静岡@09/18-09/20,,16,0,🥺,5.8,
014098,菊谷 信一,A1,90.66,四日市@08/29-08/31;富山@09/10-09/12;久留米@09/17-09/19,,9,0,,4.0,
014099,坂本 佳憲,A3,66.85,伊東@08/27-08/29;大垣@09/13-09/15;広島@09/20-09/22,,14,0,,4.4,
014101,永橋 武司,A3,68.66,四日市@08/29-08/31;松山@09/19-09/21,,12,0,,4.6,
014102,篠塚 光一,A1,82.77,松阪@09/05-09/07;佐世保@09/20-09/22,和歌,18,0,,4.0,
014104,池田 憲昭,A1,93.22,玉野@09/02-09/04;四日市@09/09-09/11,松阪,9,0,,3.6,
014110,廣川 泰昭,A2,83.20,豊橋@09/04-09/06;大宮@09/13-09/15;小松島@09/23-09/25,高知,7,0,,3.4,
014115,原田 礼,A2,83.80,武雄@09/03-09/05;川崎@09/10-09/12;青森@09/21-09/23,,15,0,,4.0,
014116,安東 宏高,A1,86.00,玉野@08/26-08/28;高知@09/09-09/11;広島@09/28-09/30,,1,0,,,
014119,中村 雅仁,A1,91.66,佐世保@09/12-09/14;青森@09/21-09/23,岐阜,9,0,,3.4,
014120,永田 修一,A3,73.41,伊東@09/02-09/04;松山@09/19-09/21,熊本,12,0,,3.0,
014124,石田 宏樹,A3,73.33,松阪@09/05-09/07;大垣@09/22-09/24,,18,0,,2.6,
014125,坂本 昌宏,A2,79.92,松阪@08/31-09/02;伊東@09/07-09/09;静岡@09/18-09/20,,13,0,,5.2,
014126,高谷 敏史,A3,73.41,弥彦@09/02-09/04;小松島@09/17-09/19,宇都,12,0,,2.8,
014128,嶋貫 高大,A3,67.33,西武園@09/06-09/08;岸和田@09/14-09/16;川崎@09/24-09/26,,3,1,,4.6,
014130,竹山 陵太,A1,95.08,和歌山@08/30-09/01;いわき平@09/07-09/09;立川@09/16-09/18,,12,0,,2.2,
014132,三澤 康人,A1,92.80,西武園@08/31-09/02;大垣@09/07-09/09;川崎@09/17-09/19,,15,0,🚀,1.8,
014133,高橋 紀史,A2,81.71,高知@09/09-09/11;松山@09/19-09/21,防府,14,0,,3.4,
014135,金澤 幸司,A1,93.11,岐阜@08/30-09/01;前橋@09/11-09/13;平塚@09/28-09/30,,9,0,,3.2,
014136,金澤 竜二,A1,94.66,奈良@08/26-08/28;富山@09/03-09/05;川崎@09/17-09/19,,9,0,,2.4,
014139,小田倉 勇二,A1,93.83,岐阜@08/30-09/01;いわき平@09/07-09/09;大垣@09/22-09/24,,12,0,,2.8,
014144,石川 雅望,A1,89.16,富山@09/03-09/05;立川@09/22-09/24,,12,0,,3.6,
014145,篠原 忍,A1,92.16,西武園@08/31-09/02;佐世保@09/20-09/22,,3,0,,3.8,
014153,伊藤 太一,A1,85.53,奈良@08/26-08/28;豊橋@09/11-09/13;弥彦@09/19-09/21,,15,0,,4.0,
014154,長岡 豪,A3,69.00,松阪@09/05-09/07;武雄@09/16-09/18;弥彦@09/24-09/26,,8,0,,5.4,
014155,佐藤 政利,A2,83.00,松山@08/31-09/02;伊東@09/07-09/09,,15,0,,5.2,
014157,原田 泰志,A1,85.46,松山@08/31-09/02;伊東@09/23-09/25,,15,0,,3.6,
014158,本間 慎吾,A3,74.33,いわき平@09/15-09/17;平塚@09/28-09/30,青森,9,0,,3.4,
014161,藤田 大輔,A1,86.06,宇都宮@08/31-09/02;熊本@09/24-09/26,,15,0,,3.8,
014164,田中 孝彦,A1,86.66,西武園@08/31-09/02;佐世保@09/12-09/14,和歌,15,0,,3.4,
014166,倉野 隆太郎,A2,82.00,岸和田@08/27-08/29;武雄@09/03-09/05;前橋@09/11-09/13;小松島@09/23-09/25,,12,0,,5.2,
014169,富安 保充,A2,83.50,前橋@09/11-09/13;弥彦@09/19-09/21,和歌,12,0,,4.6,
014171,深見 仁哉,,,,,16,0,,4.4,
014172,山田 隼司,A2,79.75,小倉@08/28-08/30;富山@09/10-09/12;久留米@09/17-09/19,,12,0,,5.4,
014178,伊原 克彦,A1,90.91,川崎@08/30-09/01;佐世保@09/12-09/14;熊本@09/24-09/26,,12,0,,3.0,
014179,肥後 公允,A3,68.12,伊東@09/02-09/04;広島@09/20-09/22,,8,0,,3.8,
014180,坂本 匡洋,A2,91.13,西武園@09/06-09/08;玉野@09/27-09/29,岐阜,12,0,,3.8,
014181,藤原 悠斗,A2,82.37,玉野@09/02-09/04;四日市@09/09-09/11;青森@09/21-09/23,防府,16,0,,4.8,
014183,隅田 幸助,A3,65.60,伊東@08/27-08/29;久留米@09/05-09/07;松山@09/12-09/14,,5,0,,5.2,
014185,隅 貴史,A1,89.55,玉野@09/08-09/10;弥彦@09/19-09/21,防府,9,0,,3.6,
014187,大西 祐,A1,89.80,小倉@08/28-08/30;川崎@09/10-09/12;玉野@09/27-09/29,,15,0,,5.4,
014192,野本 翔太,A1,84.50,佐世保@09/20-09/22;平塚@09/28-09/30,,12,0,,4.4,
014193,玉手 翔,A1,87.73,松阪@08/31-09/02;高知@09/09-09/11,岐阜,15,0,,3.8,
014194,桑原 亮,A1,92.20,京王閣@09/08-09/10;別府@09/24-09/26,,15,0,,3.2,
014195,田中 孝法,A2,79.86,大垣@09/07-09/09;防府@09/29-10/01,高知,15,0,,4.4,
014202,島田 茂希,A3,70.66,いわき平@08/30-09/01;弥彦@09/07-09/09;武雄@09/16-09/18,,15,0,,4.4,
014204,大崎 和也,A1,87.16,玉野@09/02-09/04;立川@09/16-09/18,岐阜,12,0,,4.0,
014205,日当 泰之,A2,80.66,京王閣@09/08-09/10;大垣@09/22-09/24,,15,0,,4.6,
014206,金野 俊秋,A1,88.00,西武園@08/31-09/02;高知@09/09-09/11,,15,0,,3.2,
014209,加美山 隆行,A3,66.93,静岡@08/30-09/01;いわき平@09/15-09/17;大垣@09/22-09/24,,15,0,,4.8,
014213,岡田 哲夫,A3,67.77,伊東@09/02-09/04;富山@09/10-09/12,和歌,9,0,,5.0,
014216,田村 純一,A3,74.55,四日市@08/29-08/31;富山@09/10-09/12;奈良@09/24-09/26,,9,0,,2.4,
014218,邊見 斎,A3,71.78,四日市@08/29-08/31;松山@09/12-09/14;大宮@09/21-09/23,和歌,14,0,,3.8,
014220,山崎 悟,A2,81.46,西武園@09/06-09/08;青森@09/14-09/16,,15,0,,4.0,
014223,瀧野 勝太,A2,84.33,小倉@08/28-08/30;伊東@09/07-09/09;防府@09/15-09/17,,15,0,,4.0,
014224,矢島 一弥,A1,81.44,前橋@09/11-09/13;青森@09/26-09/28,,9,0,,4.8,
014225,伊藤 亮,A1,89.23,大垣@09/07-09/09;青森@09/14-09/16,,13,0,,2.6,
014226,大畑 裕貴,A2,82.91,四日市@08/29-08/31;前橋@09/11-09/13;青森@09/21-09/23,,12,0,,4.8,
014227,緒方 剛,A2,80.73,玉野@09/02-09/04;高知@09/09-09/11;立川@09/16-09/18,,15,0,,4.2,
014230,山田 義彦,A1,88.00,伊東@09/07-09/09;防府@09/15-09/17,,15,0,,3.6,
014235,鈴木 庸之,A1,94.66,松阪@09/05-09/07;青森@09/14-09/16,,12,0,,3.0,
014236,本田 拓也,A2,81.52,松阪@08/31-09/02;青森@09/14-09/16,,17,0,,4.0,
014240,須藤 誠,A2,80.60,松阪@08/31-09/02;立川@09/16-09/18,,15,0,,4.8,
014242,亀谷 隆一,A2,78.64,伊東@09/07-09/09;青森@09/14-09/16,,14,0,,4.4,
014243,齊藤 健人,A2,80.83,松戸@09/01-09/03;富山@09/10-09/12,,18,0,,5.4,
014245,後藤 彰仁,A2,87.00,岸和田@08/27-08/29;豊橋@09/04-09/06;大宮@09/13-09/15;大垣@09/22-09/24,,5,0,,3.8,
014251,関谷 哲平,A3,69.20,伊東@08/27-08/29;西武園@09/06-09/08;岸和田@09/14-09/16,,15,0,,4.2,
014254,武田 和也,A3,69.75,久留米@09/05-09/07;武雄@09/16-09/18,松阪,16,0,,5.2,
014255,西本 直大,A2,84.66,豊橋@09/04-09/06;前橋@09/11-09/13;小松島@09/23-09/25,松阪,9,0,,3.6,
014257,岡崎 克政,A3,73.55,伊東@09/02-09/04;武雄@09/16-09/18;平塚@09/28-09/30,青森,20,0,,2.6,
014258,片山 智晴,A1,89.93,久留米@09/05-09/07;別府@09/24-09/26,,15,0,,4.4,
014261,作田 悦章,A3,78.83,武雄@09/09-09/11;広島@09/20-09/22,青森,12,0,,2.4,
014263,樫山 恭柄,A1,94.00,豊橋@09/04-09/06;小松島@09/23-09/25,,18,0,,2.4,
014265,松永 真太,A3,77.73,いわき平@08/30-09/01;広島@09/20-09/22;平塚@09/28-09/30,,15,0,,2.2,
014266,宮本 龍一,A3,72.90,大垣@09/13-09/15;奈良@09/24-09/26,,11,0,,5.4,
014267,一ノ瀬 匠,A1,86.82,松山@09/19-09/21;防府@09/29-10/01,,17,0,,4.0,
014269,梶原 恵介,A1,84.20,富山@09/03-09/05;久留米@09/17-09/19,,15,0,,4.0,
014270,小原 将通,A1,89.75,玉野@08/26-08/28;防府@09/04-09/06;高知@09/20-09/22,,12,0,,3.8,
014272,松田 直也,A3,69.57,大垣@09/13-09/15;川崎@09/24-09/26,宇都,14,0,,3.2,
014274,吉成 晃一,A3,70.42,伊東@08/27-08/29;川崎@09/10-09/12;広島@09/20-09/22,,19,0,,4.2,
014275,喜納 隆志,A3,69.76,武雄@09/16-09/18;別府@09/24-09/26,,13,0,,4.4,
014276,坂本 敏也,A3,71.16,伊東@08/27-08/29;弥彦@09/07-09/09;大宮@09/21-09/23,,12,0,,3.2,
014277,山口 慎吾,A2,85.41,伊東@09/07-09/09;青森@09/26-09/28,和歌,12,0,,3.6,
