reg_no,name,grade,score,entries,racing_now,starts,dq,form_emoji,form_avg,retired
015906,林 佳宗依,A2,80.33,岐阜@08/30-09/01;いわき平@09/07-09/09;玉野@09/27-09/29,,12,0,,5.0,
015907,上杉 有弘,A2,93.83,和歌山@08/30-09/01;高知@09/09-09/11;松山@09/19-09/21;広島@09/28-09/30,,12,0,🚀,1.0,
015908,川村 峻輝,A2,,,,0,0,,,
015909,馬越 裕之,A2,82.00,川崎@08/30-09/01;大垣@09/07-09/09;高知@09/20-09/22,,9,0,,5.0,
015910,土生 智徳,A2,87.63,奈良@08/26-08/28;富山@09/10-09/12;久留米@09/17-09/19,,11,0,,2.2,
015911,松田 安綱,A2,92.58,四日市@08/29-08/31;豊橋@09/11-09/13;武雄@09/27-09/29,,12,0,🚀,1.4,
015912,安達 豪太,A3,70.00,伊東@09/02-09/04;豊橋@09/11-09/13,,5,0,,,
015913,一守 大葵,A2,92.75,小倉@08/28-08/30;松阪@09/05-09/07;防府@09/29-10/01,,8,0,,3.0,
015914,西森 一稀,A2,89.83,岸和田@08/27-08/29;立川@09/03-09/05;防府@09/15-09/17,,12,0,,2.4,
015915,柏野 健吾,A2,80.56,川崎@09/10-09/12;別府@09/24-09/26,,16,0,🥺,6.0,
015916,小西 涼太,A2,,弥彦@09/19-09/21;防府@09/29-10/01,,0,0,,,
015918,土井 慎二,A2,81.00,奈良@08/26-08/28;富山@09/03-09/05;佐世保@09/12-09/14;伊東@09/23-09/25,,9,0,,4.8,
015919,藤田 楓,A2,94.50,玉野@08/26-08/28;豊橋@09/04-09/06;別府@09/16-09/18;平塚@09/28-09/30,,12,0,🚀,1.4,
015920,吉野 太晟,A2,89.75,武雄@09/03-09/05;玉野@09/27-09/29,,12,0,,3.2,
015921,伊藤 涼介,A2,93.70,,,10,1,🚀,1.8,
015922,中田 拓也,A2,91.58,小松島@08/27-08/29;玉野@09/08-09/10;松山@09/19-09/21,,12,0,,2.2,
015923,右近 陸人,A3,69.76,静岡@08/30-09/01;小松島@09/17-09/19;川崎@09/24-09/26,,13,1,,5.0,
015924,利川 寛太,A2,81.75,防府@09/15-09/17;武雄@09/27-09/29,高知,12,0,,3.8,
015925,川西 康彦,A2,81.75,玉野@09/02-09/04;熊本@09/24-09/26,,12,0,,3.8,
015926,諸隈 健太郎,A2,90.91,宇都宮@08/31-09/02;高知@09/09-09/11;立川@09/22-09/24,,12,0,,3.0,
015927,長野 魅切,A1,94.50,小倉@08/28-08/30;京王閣@09/08-09/10;小松島@09/23-09/25,,12,0,,2.6,
015928,尾野 翔一,A1,94.25,奈良@08/26-08/28;川崎@09/10-09/12;広島@09/28-09/30,,8,0,🚀,2.0,
015929,鶴 淳志,A2,86.33,小倉@08/28-08/30;京王閣@09/08-09/10;別府@09/24-09/26,,12,0,,3.8,
015930,野津 宏介,A2,86.66,奈良@08/26-08/28;四日市@09/09-09/11;高知@09/20-09/22,,3,0,,3.6,
015931,山口 留稀哉,A2,90.33,川崎@08/30-09/01;いわき平@09/07-09/09;防府@09/29-10/01,,12,0,🚀,1.6,
015932,生野 優翔,A2,88.58,松山@08/31-09/02;青森@09/14-09/16;岸和田@09/26-09/28,,9,0,,2.8,
015933,山本 康旗,A2,82.42,玉野@09/08-09/10;久留米@09/17-09/19,,7,0,,4.8,
015934,吉田 航,A2,88.30,富山@09/03-09/05;別府@09/16-09/18,,13,1,,3.0,
015935,佐藤 魁皇,A3,76.22,伊東@09/02-09/04;いわき平@09/15-09/17;奈良@09/24-09/26,,9,0,,2.4,
015936,下山 聖斗,A3,77.66,伊東@09/02-09/04;松山@09/12-09/14;川崎@09/24-09/26,青森,12,0,,2.4,
015937,新垣 慶晃,A2,86.75,玉野@09/02-09/04;久留米@09/17-09/19;広島@09/28-09/30,,12,0,,2.8,
015958,庄子 琢心,A3,74.22,いわき平@08/30-09/01;富山@09/10-09/12;川崎@09/17-09/19,,9,0,,3.8,
015959,中野 楚樂,A3,80.66,豊橋@09/11-09/13;大宮@09/21-09/23,,12,0,🚀,1.2,
015960,阿部 蒼大,A3,78.50,川崎@09/10-09/12;小松島@09/17-09/19,,8,0,,2.6,
015961,榊枝 天旺,A3,78.66,伊東@08/27-08/29;京王閣@09/08-09/10;奈良@09/24-09/26,,9,0,,2.2,
015962,福田 悠航,A3,75.00,弥彦@09/07-09/09;いわき平@09/15-09/17,,7,0,,3.0,
015963,福地 晶,A3,72.88,いわき平@08/30-09/01;立川@09/16-09/18;平塚@09/28-09/30,,9,0,,3.0,
015964,柳沼 鼓太朗,A3,77.45,西武園@08/31-09/02;大垣@09/22-09/24,青森,11,0,,3.4,
015965,篠原 輝利,A3,79.77,広島@09/20-09/22;平塚@09/28-09/30,青森,9,0,🚀,1.2,
015966,近内 三孝,A3,64.88,伊東@08/27-08/29;武雄@09/09-09/11;大宮@09/21-09/23,,9,0,🥺,5.8,
015967,田崎 隼翔,A3,78.83,伊東@09/02-09/04;小松島@09/17-09/19,宇都,12,0,🚀,1.4,
015968,渡邉 拓,A3,78.85,松阪@09/05-09/07;川崎@09/17-09/19,宇都,14,0,,4.0,
015969,北村 翔太,A3,71.77,いわき平@08/30-09/01;弥彦@09/07-09/09;武雄@09/16-09/18,,9,0,,4.0,
015970,田沼 龍弥,A3,74.22,静岡@08/30-09/01;西武園@09/06-09/08;大垣@09/13-09/15,宇都,9,0,,3.4,
015971,阿部 凪汰,A3,76.88,西武園@08/31-09/02;弥彦@09/24-09/26,青森,9,0,,2.2,
015972,佐藤 凱王,A3,68.66,伊東@08/27-08/29;豊橋@09/11-09/13;川崎@09/24-09/26,,9,0,,4.8,
015973,長川 達哉,A3,77.63,いわき平@08/30-09/01;富山@09/10-09/12;大宮@09/21-09/23,,11,0,,4.0,
015974,山下 季秦,A3,74.66,弥彦@09/02-09/04;松山@09/12-09/14,,9,0,,3.4,
015975,小笠原 匠海,A3,78.50,静岡@08/30-09/01;西武園@09/06-09/08;立川@09/16-09/18,和歌,8,0,,2.6,
015976,勝沼 遼,A3,79.16,伊東@09/02-09/04;奈良@09/24-09/26,,12,0,🚀,1.6,
015977,齊藤 宏樹,A3,73.33,静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18,,9,0,,2.6,
015978,中西 将太郎,A3,78.36,弥彦@09/02-09/04;広島@09/20-09/22,,11,1,,2.6,
015979,福田 海響,A3,80.50,松戸@09/01-09/03;小松島@09/17-09/19,,12,0,🚀,1.2,
015980,吉川 敬介,A3,79.16,武雄@09/09-09/11;弥彦@09/24-09/26,青森,12,0,,2.4,
015981,小川 佑希也,A3,73.60,いわき平@08/30-09/01;武雄@09/09-09/11;弥彦@09/24-09/26,,5,0,,3.4,
015982,中村 嶺央,A3,81.33,伊東@08/27-08/29;弥彦@09/07-09/09;岸和田@09/14-09/16,,12,0,🚀,1.2,
015983,大村 涼兼,A3,78.50,松戸@09/01-09/03;川崎@09/10-09/12,青森,12,0,🚀,1.4,
015984,藤岡 祐馬,A3,72.75,立川@09/16-09/18;川崎@09/24-09/26,青森,12,0,,3.0,
015985,山本 真,A3,74.22,静岡@08/30-09/01;川崎@09/17-09/19;奈良@09/24-09/26,宇都,9,0,,2.4,
015986,鈴木 那樹,A3,80.00,静岡@08/30-09/01;大垣@09/13-09/15;川崎@09/24-09/26,,9,0,🚀,1.2,
015987,松田 祥位,A3,76.66,四日市@08/29-08/31,,6,0,,2.6,
015988,鴨下 佳朋,A3,74.33,西武園@08/31-09/02;大宮@09/21-09/23,宇都,12,0,,2.6,
015989,松木 一将,A3,70.16,武雄@09/16-09/18;弥彦@09/24-09/26,,12,0,,3.6,
015990,児玉 東次郎,A3,76.11,四日市@08/29-08/31;久留米@09/05-09/07;松山@09/12-09/14,,9,0,,3.0,
015991,坂井 央雅,A3,78.83,伊東@09/02-09/04;大垣@09/22-09/24,,12,0,🚀,1.6,
015992,永田 吏玖,A3,71.88,伊東@08/27-08/29;大垣@09/13-09/15;広島@09/20-09/22,,9,0,,4.0,
015993,西澤 優聖,A3,76.50,静岡@08/30-09/01;西武園@09/06-09/08;松山@09/19-09/21,,12,0,,3.6,
015994,林 欣司,A3,70.08,西武園@09/06-09/08;岸和田@09/14-09/16,,12,0,,4.2,
015995,伊藤 京介,A2,84.26,,,15,0,🚀,1.4,
015996,白井 輝,A3,77.50,武雄@09/09-09/11;小松島@09/17-09/19,和歌,12,0,,2.4,
015997,片岡 遼真,A3,77.00,四日市@08/29-08/31;松阪@09/05-09/07;大垣@09/22-09/24,,11,0,,3.0,
015998,木曽田 晃大,A3,76.00,松戸@09/01-09/03;大宮@09/21-09/23,,12,0,🚀,1.4,
015999,冨倉 巧,A3,75.25,富山@09/10-09/12;別府@09/24-09/26,,12,0,,3.4,
016000,北宅 柊麻,A3,72.55,松阪@09/05-09/07;岸和田@09/14-09/16,和歌,9,0,,3.2,
016001,高橋 奏多,A3,78.28,,宇都,7,1,,2.4,
016002,宮田 龍一,A3,67.25,弥彦@09/02-09/04;大宮@09/21-09/23,,4,0,,5.0,
016003,吉岡 竜太,A3,80.00,伊東@09/02-09/04;広島@09/20-09/22,熊本,9,0,🚀,1.6,
016004,松本 悠平,A3,80.50,武雄@09/16-09/18;川崎@09/24-09/26,,12,0,🚀,1.4,
016005,清家 大夢,A3,68.00,松山@09/19-09/21;平塚@09/28-09/30,,11,0,,5.0,
016006,高橋 聖太,A3,77.00,弥彦@09/02-09/04;いわき平@09/15-09/17,,12,0,,3.8,
016007,渡邊 諒馬,A3,79.09,久留米@09/05-09/07;松山@09/12-09/14,松阪,11,0,,2.8,
016008,久保田 智之,A3,76.22,大垣@09/13-09/15;奈良@09/24-09/26,熊本,9,0,,2.6,
016009,兒島 直樹,A3,82.00,,,3,0,,2.4,
016010,駒壽 直人,A3,70.88,弥彦@09/02-09/04;広島@09/20-09/22,熊本,9,0,,4.6,
016011,鶴 健志,A3,74.26,武雄@09/09-09/11;松山@09/19-09/21,,15,0,,3.4,
016012,藤井 凜太郎,A3,66.33,久留米@09/05-09/07;松山@09/12-09/14,,6,0,,5.4,
016013,森下 龍之介,A3,77.76,伊東@09/02-09/04;広島@09/20-09/22,,17,0,,2.2,
016014,森田 瑞基,A3,76.33,久留米@09/05-09/07;大垣@09/13-09/15,,12,0,,3.0,
016015,横溝 貫太,A3,78.18,京王閣@09/08-09/10;武雄@09/16-09/18,松阪,11,0,,4.4,
016016,西原 裕太郎,A3,79.46,武雄@09/16-09/18;弥彦@09/24-09/26,松阪,15,0,🚀,2.0,
016017,白濱 蓮,A3,73.00,小松島@09/17-09/19;川崎@09/24-09/26,,6,0,,3.8,
016018,田中 衛太,A3,80.00,川崎@09/10-09/12;松山@09/19-09/21,松阪,9,0,🚀,1.8,
016019,沢田 桂太郎,A3,81.33,弥彦@09/02-09/04;別府@09/24-09/26,,15,0,🚀,1.4,
016020,飯田 怜治,A3,77.16,伊東@09/02-09/04;川崎@09/24-09/26,,12,0,,3.0,
016021,財満 伊織,A3,73.16,武雄@09/09-09/11;小松島@09/17-09/19,,12,0,,3.8,
016022,半田 莉都,A3,77.55,大垣@09/13-09/15;別府@09/24-09/26,,9,0,🚀,1.8,
016023,滿田 光紀,A3,79.63,いわき平@09/15-09/17;平塚@09/28-09/30,熊本,11,0,🚀,2.0,
016024,宮本 寛大,A3,74.33,松山@09/12-09/14;弥彦@09/24-09/26,熊本,12,0,,3.4,
016025,高佐 龍太郎,A3,78.00,いわき平@09/15-09/17;奈良@09/24-09/26,,12,0,,2.4,
